epoch,train_lr_10,train_lr_5,train_lr_1,train_lr_0.1,train_lr_0.01,train_lr_0.001,train_lr_0.0001,train_lr_0.00001,val_lr_1,val_lr_0.1,val_lr_0.01,val_lr_0.001,val_lr_0.0001,val_lr_0.00001
856,,,2.31446,2.303917,0.652219,0.388614,1.104109,2.302353,2.309561,2.303447,1.034611,1.261005,1.16565,2.302359
857,,,2.313886,2.303831,0.653504,0.387723,1.100648,2.302352,2.312793,2.303297,1.039035,1.295113,1.170476,2.302359
858,,,2.313514,2.303642,0.654343,0.385033,1.104482,2.302352,2.31382,2.304345,0.993224,1.258326,1.169351,2.302358
859,,,2.314789,2.303715,0.646012,0.38786,1.100386,2.302351,2.324013,2.303133,1.02936,1.26863,1.168779,2.302358
860,,,2.312547,2.303973,0.656324,0.386678,1.100124,2.302351,2.311447,2.302921,1.022953,1.275601,1.160548,2.302357
861,,,2.314182,2.303916,0.653827,0.388666,1.099985,2.30235,2.314739,2.303224,1.00566,1.236233,1.162671,2.302357
862,,,2.31321,2.303617,0.648289,0.383656,1.099458,2.30235,2.315696,2.303123,1.004026,1.270732,1.163535,2.302356
863,,,2.312295,2.303765,0.652883,0.383848,1.103388,2.302349,2.310915,2.303519,1.042242,1.26474,1.173574,2.302356
864,,,2.311843,2.30388,0.647877,0.385172,1.097893,2.302349,2.311104,2.303619,1.051529,1.275823,1.159645,2.302355
865,,,2.31454,2.303778,0.658177,0.385534,1.096785,2.302348,2.317659,2.303904,1.029309,1.25108,1.159418,2.302355
866,,,2.315797,2.303986,0.65838,0.380814,1.09563,2.302348,2.315148,2.303442,1.007355,1.294193,1.165664,2.302354
867,,,2.313801,2.303678,0.660052,0.381576,1.096306,2.302347,2.328727,2.302883,1.014748,1.268983,1.157062,2.302354
868,,,2.315322,2.303744,0.652454,0.387271,1.095853,2.302347,2.311853,2.303361,1.019431,1.2953,1.176305,2.302353
869,,,2.311871,2.303616,0.659073,0.390012,1.096357,2.302346,2.310344,2.303206,1.03481,1.266688,1.165894,2.302353
870,,,2.314723,2.30388,0.649893,0.386499,1.095121,2.302346,2.311897,2.303156,1.044528,1.263606,1.164027,2.302352
871,,,2.313879,2.303964,0.653451,0.379875,1.095189,2.302345,2.310653,2.303488,1.029713,1.279887,1.163331,2.302352
872,,,2.312666,2.30379,0.654759,0.393016,1.094,2.302345,2.31185,2.302861,1.02338,1.301404,1.155942,2.302351
873,,,2.312364,2.303923,0.648471,0.386563,1.094005,2.302344,2.308384,2.303281,1.023473,1.26631,1.169752,2.302351
874,,,2.314787,2.303228,0.655454,0.375761,1.094913,2.302344,2.312868,2.305551,1.042624,1.280703,1.168785,2.30235
875,,,2.314368,2.303968,0.649575,0.390419,1.094534,2.302343,2.316423,2.303051,1.010496,1.290945,1.169682,2.30235
876,,,2.313444,2.303732,0.658036,0.378841,1.090942,2.302343,2.308852,2.303008,1.038895,1.263863,1.172885,2.302349
877,,,2.314169,2.303565,0.64897,0.381113,1.093009,2.302342,2.313525,2.30326,1.06404,1.273293,1.159533,2.302349
878,,,2.314423,2.303677,0.658897,0.379663,1.091731,2.302342,2.318988,2.304561,1.0155,1.256047,1.159319,2.302348
879,,,2.313693,2.303532,0.651903,0.384596,1.091928,2.302341,2.307602,2.30391,1.016562,1.254589,1.158368,2.302348
880,,,2.313473,2.303694,0.652306,0.380649,1.093085,2.302341,2.3148,2.303706,1.11199,1.259229,1.156209,2.302347
881,,,2.314418,2.303627,0.656662,0.383027,1.091121,2.30234,2.325505,2.303732,1.06077,1.292359,1.165776,2.302347
882,,,2.313094,2.304039,0.659498,0.385893,1.088828,2.30234,2.313587,2.303655,1.00379,1.297356,1.157439,2.302346
883,,,2.31584,2.303778,0.652885,0.381596,1.091445,2.30234,2.315374,2.303981,1.022939,1.26784,1.172031,2.302346
884,,,2.313123,2.30406,0.652389,0.388357,1.090003,2.302339,2.314321,2.303328,1.045227,1.273035,1.159092,2.302345
885,,,2.314486,2.304017,0.656264,0.379896,1.089245,2.302339,2.311963,2.304257,1.035182,1.298611,1.162422,2.302345
886,,,2.313441,2.304058,0.66211,0.377863,1.088757,2.302338,2.309928,2.303878,1.025045,1.269077,1.152794,2.302345
887,,,2.312512,2.303388,0.662289,0.386448,1.085629,2.302338,2.311528,2.303563,1.00905,1.259464,1.154041,2.302344
888,,,2.313372,2.303957,0.649301,0.381119,1.090003,2.302337,2.308824,2.303961,1.011838,1.265794,1.162059,2.302344
889,,,2.314819,2.30384,0.64838,0.387737,1.086982,2.302337,2.310178,2.303348,1.026898,1.297289,1.163445,2.302343
890,,,2.312177,2.303499,0.649504,0.380418,1.08697,2.302336,2.314583,2.30314,1.021118,1.281857,1.1622,2.302343
891,,,2.314639,2.303586,0.655984,0.378591,1.084859,2.302336,2.318409,2.302997,1.007603,1.273454,1.151819,2.302342
892,,,2.311798,2.303699,0.651309,0.3898,1.087242,2.302335,2.313394,2.303418,1.008249,1.24988,1.153399,2.302342
893,,,2.313373,2.303808,0.655024,0.385215,1.08727,2.302335,2.307786,2.30329,1.007294,1.311605,1.152283,2.302341
894,,,2.312294,2.303781,0.65393,0.387244,1.087348,2.302334,2.320196,2.304129,1.045752,1.251414,1.157059,2.302341
895,,,2.313819,2.303693,0.656314,0.381157,1.083427,2.302334,2.307023,2.303439,1.008254,1.261356,1.152145,2.30234
896,,,2.313742,2.303346,0.64791,0.387948,1.083218,2.302333,2.311991,2.303268,1.003873,1.26052,1.160041,2.30234
897,,,2.316301,2.303665,0.652355,0.383016,1.083137,2.302333,2.314682,2.303909,0.990985,1.251438,1.153503,2.302339
898,,,2.314371,2.303629,0.650775,0.37915,1.081751,2.302332,2.312621,2.304954,1.029545,1.287004,1.153693,2.302339
899,,,2.312352,2.303762,0.650595,0.380074,1.082543,2.302332,2.315654,2.303418,1.082574,1.273129,1.151247,2.302338
900,,,2.313756,2.303948,0.66177,0.377573,1.082698,2.302331,2.304275,2.303132,1.020648,1.28462,1.163855,2.302338
901,,,2.313501,2.30371,0.654596,0.382567,1.081489,2.302331,2.310071,2.30374,1.051401,1.264372,1.151759,2.302337
902,,,2.313572,2.303708,0.661789,0.37482,1.082519,2.30233,2.304791,2.30297,1.006147,1.264954,1.150811,2.302337
903,,,2.315022,2.303895,0.64418,0.374009,1.081481,2.30233,2.314514,2.303102,1.017557,1.281087,1.15434,2.302336
904,,,2.312351,2.303885,0.653645,0.375032,1.081642,2.302329,2.316325,2.303657,1.039253,1.271189,1.159711,2.302336
905,,,2.314189,2.303732,0.653703,0.377083,1.080718,2.302329,2.328955,2.302966,1.018293,1.259688,1.153227,2.302335
906,,,2.314777,2.303767,0.65825,0.374073,1.081606,2.302329,2.313213,2.304184,1.0239,1.258472,1.147158,2.302335
907,,,2.313487,2.303781,0.648138,0.376701,1.079369,2.302328,2.309894,2.303697,1.022081,1.27999,1.148602,2.302335
908,,,2.313589,2.303883,0.654271,0.370314,1.078633,2.302328,2.312764,2.304564,1.02105,1.312877,1.156074,2.302334
909,,,2.313639,2.303706,0.651446,0.383159,1.079786,2.302327,2.311098,2.303745,1.040479,1.303272,1.169195,2.302334
910,,,2.314847,2.303636,0.647508,0.375619,1.078719,2.302327,2.312595,2.303476,1.014591,1.275536,1.153608,2.302333
911,,,2.312109,2.303543,0.654473,0.380999,1.077912,2.302326,2.315286,2.303328,0.997646,1.270324,1.155539,2.302333
912,,,2.313497,2.303752,0.654269,0.376601,1.077445,2.302326,2.308824,2.303863,0.98885,1.278026,1.154696,2.302332
913,,,2.314328,2.304076,0.654045,0.373955,1.077291,2.302325,2.320083,2.303352,1.000021,1.283996,1.154884,2.302332
914,,,2.313784,2.303671,0.653817,0.373254,1.079681,2.302325,2.31163,2.305471,1.040981,1.278912,1.152802,2.302331
915,,,2.313687,2.303559,0.650211,0.376932,1.076935,2.302324,2.314842,2.30417,1.021293,1.263595,1.146109,2.302331
916,,,2.312728,2.303637,0.65622,0.37028,1.076292,2.302324,2.316423,2.303178,1.024975,1.288062,1.14744,2.30233
917,,,2.31535,2.303656,0.654857,0.376141,1.074608,2.302323,2.312462,2.303446,1.02645,1.273253,1.148338,2.30233
918,,,2.31448,2.303587,0.65522,0.375012,1.075007,2.302323,2.312918,2.30432,1.026884,1.279074,1.148484,2.302329
919,,,2.314239,2.303603,0.652564,0.383722,1.072574,2.302322,2.308228,2.303655,1.024297,1.306146,1.149222,2.302329
920,,,2.312925,2.303794,0.647008,0.37945,1.073032,2.302322,2.30715,2.303649,1.030306,1.284625,1.154535,2.302328
921,,,2.315557,2.303911,0.644918,0.375665,1.072167,2.302322,2.31644,2.303576,0.994015,1.272397,1.148854,2.302328
922,,,2.313081,2.303996,0.65006,0.372749,1.071308,2.302321,2.31641,2.303301,1.019395,1.262935,1.160807,2.302327
923,,,2.315373,2.303908,0.653302,0.371392,1.072718,2.302321,2.319278,2.30353,1.004235,1.275822,1.144556,2.302327
924,,,2.315494,2.303803,0.656783,0.3774,1.070503,2.30232,2.327633,2.304116,1.019598,1.286386,1.148023,2.302327
925,,,2.311691,2.303668,0.655277,0.373604,1.071273,2.30232,2.310292,2.303063,1.034135,1.268526,1.145214,2.302326
926,,,2.313793,2.303615,0.647961,0.37954,1.069533,2.302319,2.314666,2.303245,1.001768,1.273522,1.144317,2.302326
927,,,2.31314,2.303686,0.654609,0.37323,1.069894,2.302319,2.318289,2.303343,0.99486,1.269375,1.147211,2.302325
928,,,2.313163,2.303897,0.654693,0.376495,1.069856,2.302318,2.31709,2.303484,1.017257,1.271605,1.150916,2.302325
929,,,2.313571,2.303779,0.644867,0.379834,1.069306,2.302318,2.304376,2.303532,1.088186,1.275254,1.144381,2.302324
930,,,2.313965,2.303432,0.64765,0.375299,1.070842,2.302317,2.311064,2.304033,1.009708,1.285193,1.148914,2.302324
931,,,2.313492,2.303572,0.652032,0.372878,1.068817,2.302317,2.311193,2.304432,1.047782,1.272249,1.143738,2.302323
932,,,2.313681,2.304098,0.650759,0.376003,1.067295,2.302316,2.31995,2.303885,1.049607,1.281938,1.141779,2.302323
933,,,2.313887,2.303846,0.645664,0.373551,1.068043,2.302316,2.317912,2.303542,1.068437,1.318136,1.150374,2.302322
934,,,2.315074,2.303635,0.655884,0.379052,1.066733,2.302315,2.316007,2.304055,0.991805,1.30102,1.142984,2.302322
935,,,2.314106,2.30381,0.656925,0.373409,1.065735,2.302315,2.308627,2.303469,1.103905,1.273353,1.143599,2.302321
936,,,2.314484,2.303691,0.665363,0.374601,1.067911,2.302315,2.312435,2.303159,1.017117,1.295585,1.16464,2.302321
937,,,2.312793,2.303758,0.656809,0.379789,1.06673,2.302314,2.312635,2.304607,0.994055,1.286941,1.142795,2.302321
938,,,2.315235,2.303625,0.659999,0.382564,1.063947,2.302314,2.32148,2.303264,1.026083,1.307789,1.136855,2.30232
939,,,2.315011,2.303652,0.667031,0.373231,1.066469,2.302313,2.309528,2.302911,0.997255,1.255633,1.144043,2.30232
940,,,2.312554,2.303556,0.655845,0.375426,1.065066,2.302313,2.308831,2.303207,0.992965,1.271033,1.140331,2.302319
941,,,2.312706,2.303735,0.652851,0.37177,1.064286,2.302312,2.308174,2.303163,1.008375,1.289751,1.143701,2.302319
942,,,2.312046,2.30392,0.649983,0.371062,1.063234,2.302312,2.306763,2.303694,1.039737,1.28521,1.140637,2.302318
943,,,2.314422,2.303845,0.659626,0.370614,1.064243,2.302311,2.306145,2.303218,1.002729,1.287272,1.145608,2.302318
944,,,2.313377,2.303335,0.650407,0.375375,1.06558,2.302311,2.312159,2.304631,1.024656,1.279959,1.138285,2.302317
945,,,2.314649,2.30399,0.654495,0.367295,1.063525,2.30231,2.311048,2.303521,1.017032,1.275309,1.151164,2.302317
946,,,2.313052,2.303815,0.657677,0.366949,1.063069,2.30231,2.308279,2.303303,1.017749,1.276906,1.151937,2.302316
947,,,2.314054,2.303967,0.651493,0.373654,1.062009,2.302309,2.308482,2.302907,1.014486,1.283623,1.137517,2.302316
948,,,2.313728,2.303881,0.663261,0.371162,1.061953,2.302309,2.313635,2.303274,1.011946,1.32429,1.141415,2.302315
949,,,2.314909,2.303758,0.656202,0.374549,1.062626,2.302308,2.315163,2.303344,1.033876,1.311768,1.137657,2.302315
950,,,2.315569,2.303608,0.65594,0.377581,1.060732,2.302308,2.310597,2.303888,1.064811,1.30052,1.147836,2.302314
951,,,2.313667,2.303893,0.663946,0.366977,1.062139,2.302307,2.314501,2.303589,0.993179,1.280566,1.133902,2.302314
952,,,2.314097,2.303915,0.654479,0.371819,1.060338,2.302307,2.311303,2.302879,0.994524,1.313809,1.145866,2.302314
953,,,2.313322,2.304106,0.651419,0.370751,1.060024,2.302307,2.31216,2.303662,1.045039,1.275588,1.145978,2.302313
954,,,2.312934,2.303448,0.645367,0.374702,1.061463,2.302306,2.315978,2.302988,0.990395,1.298834,1.136807,2.302313
955,,,2.311455,2.303846,0.659392,0.377744,1.059584,2.302306,2.308138,2.30301,1.003289,1.314793,1.133685,2.302312
956,,,2.313282,2.303473,0.648467,0.367411,1.058877,2.302305,2.308803,2.303307,1.003041,1.305572,1.144332,2.302312
957,,,2.315089,2.303921,0.652685,0.378761,1.05946,2.302305,2.318774,2.303597,1.063713,1.288792,1.135397,2.302311
958,,,2.314529,2.303645,0.649023,0.367002,1.063525,2.302304,2.30839,2.303695,1.025755,1.285196,1.135607,2.302311
959,,,2.313582,2.303768,0.649566,0.375878,1.055456,2.302304,2.318619,2.303659,1.049944,1.30181,1.137364,2.30231
960,,,2.313362,2.303885,0.649737,0.370024,1.057504,2.302303,2.308008,2.304053,1.01277,1.281173,1.135694,2.30231
961,,,2.313426,2.303985,0.65171,0.378041,1.056054,2.302303,2.315548,2.303693,0.998887,1.293047,1.135591,2.302309
962,,,2.312916,2.303926,0.65516,0.378833,1.055788,2.302302,2.317012,2.303535,1.037968,1.323691,1.139586,2.302309
963,,,2.312362,2.303563,0.644676,0.370022,1.056177,2.302302,2.309108,2.303832,1.029681,1.274814,1.158589,2.302308
964,,,2.312283,2.303747,0.651634,0.36829,1.054783,2.302301,2.31187,2.304038,1.027445,1.289552,1.137339,2.302308
965,,,2.31435,2.303901,0.650367,0.367498,1.054841,2.302301,2.312442,2.304289,1.036214,1.302636,1.139404,2.302307
966,,,2.314759,2.303812,0.659376,0.362951,1.053863,2.3023,2.319989,2.303552,1.009458,1.309623,1.131973,2.302307
967,,,2.314881,2.303647,0.64571,0.367034,1.057119,2.3023,2.310786,2.303333,1.004485,1.26736,1.132588,2.302306
968,,,2.314846,2.303846,0.639547,0.366862,1.054165,2.302299,2.31536,2.303308,1.009413,1.319472,1.13667,2.302306
969,,,2.315055,2.30345,0.646703,0.373102,1.054419,2.302299,2.330145,2.304962,0.99508,1.305833,1.131943,2.302306
970,,,2.313365,2.303828,0.657719,0.366534,1.054524,2.302298,2.309995,2.303096,1.030387,1.296706,1.135721,2.302305
971,,,2.314435,2.303753,0.658051,0.368961,1.052909,2.302298,2.312703,2.30308,1.029962,1.271898,1.134449,2.302305
972,,,2.314814,2.303635,0.655395,0.367809,1.052372,2.302298,2.312086,2.304108,1.025914,1.277458,1.139748,2.302304
973,,,2.3142,2.303521,0.652614,0.372277,1.053677,2.302297,2.313923,2.303244,1.005146,1.276233,1.134874,2.302304
974,,,2.312237,2.303801,0.655845,0.367437,1.051199,2.302297,2.316621,2.303454,1.021805,1.273692,1.133756,2.302303
975,,,2.314523,2.303988,0.651066,0.360491,1.051303,2.302296,2.308335,2.303878,1.077748,1.294881,1.129769,2.302303
976,,,2.312327,2.30378,0.655069,0.364809,1.052292,2.302296,2.308028,2.303432,1.001996,1.324305,1.137677,2.302302
977,,,2.31539,2.303729,0.646508,0.364805,1.047953,2.302295,2.3191,2.303961,1.04805,1.297832,1.145553,2.302302
978,,,2.314292,2.303599,0.649561,0.367568,1.049801,2.302295,2.312362,2.304042,1.010815,1.28629,1.134338,2.302301
979,,,2.313517,2.303841,0.64637,0.369311,1.051401,2.302294,2.317278,2.303226,1.011855,1.284465,1.134272,2.302301
980,,,2.313538,2.303754,0.642641,0.374093,1.049706,2.302294,2.311739,2.304613,1.017792,1.273734,1.138801,2.3023
981,,,2.313302,2.303922,0.647151,0.366604,1.047654,2.302293,2.31739,2.302787,1.013982,1.296507,1.136836,2.3023
982,,,2.313417,2.303688,0.651166,0.372406,1.048851,2.302293,2.318681,2.30319,1.042867,1.302239,1.136548,2.302299
983,,,2.313566,2.30361,0.649926,0.370007,1.048443,2.302292,2.308375,2.303817,1.037758,1.313964,1.12866,2.302299
984,,,2.314404,2.303643,0.659089,0.360187,1.047693,2.302292,2.313432,2.303463,1.027339,1.306937,1.130242,2.302298
985,,,2.313332,2.303743,0.649469,0.368127,1.049579,2.302291,2.310868,2.303847,1.029577,1.305481,1.131973,2.302298
986,,,2.31293,2.303653,0.642509,0.362502,1.047047,2.302291,2.308465,2.303443,1.015987,1.283882,1.128687,2.302297
987,,,2.313739,2.303868,0.653665,0.358556,1.047832,2.30229,2.314334,2.303993,1.011669,1.274166,1.139682,2.302297
988,,,2.316165,2.30373,0.653077,0.367281,1.046714,2.30229,2.316254,2.302921,1.033822,1.299958,1.139458,2.302297
989,,,2.312166,2.303557,0.647481,0.364415,1.048608,2.302289,2.308554,2.30349,1.002844,1.289331,1.133329,2.302296
990,,,2.312808,2.303607,0.655988,0.361544,1.046773,2.302289,2.307347,2.304138,1.003088,1.290043,1.132999,2.302296
991,,,2.314538,2.303784,0.65661,0.37187,1.044704,2.302288,2.330235,2.303332,0.984516,1.339482,1.138601,2.302295
992,,,2.314063,2.303647,0.653568,0.371238,1.043725,2.302288,2.316464,2.303513,1.021447,1.31609,1.134158,2.302295
993,,,2.315539,2.303651,0.644584,0.367285,1.046122,2.302287,2.314136,2.303618,1.021508,1.28425,1.124489,2.302294
994,,,2.313023,2.303759,0.655729,0.356846,1.04189,2.302287,2.310876,2.303202,1.009862,1.289362,1.140856,2.302294
995,,,2.313825,2.303797,0.649469,0.362635,1.042654,2.302287,2.314683,2.303193,1.02919,1.291808,1.124415,2.302293
996,,,2.315866,2.303645,0.652349,0.359479,1.042397,2.302286,2.327709,2.302814,1.02042,1.295365,1.128978,2.302293
997,,,2.316354,2.3037,0.654509,0.366526,1.041139,2.302285,2.309448,2.303676,0.999525,1.295812,1.126628,2.302292
998,,,2.315288,2.303691,0.645671,0.363436,1.043395,2.302285,2.312821,2.303931,0.990346,1.294803,1.13019,2.302292
999,,,2.314196,2.30346,0.657787,0.370855,1.040966,2.302285,2.309833,2.302961,0.996748,1.282733,1.13151,2.302291
